Car_Ad,Car_Brand,year,km_driven,fuel,seller_type,transmission,owner,engine,horsepower,seats,selling_price
Hyundai EON D Lite,Hyundai,2012,70000,Petrol,Individual,Manual,First Owner,814,55.2,five,200000
Chevrolet Beat LS,Chevrolet,2013,70000,Petrol,Individual,Manual,First Owner,1199,79.4,five,200000
Tata Indigo CR4,Tata,2011,70000,Diesel,Individual,Manual,Second Owner,1396,70,five,200000
Hyundai i10 Sportz,Hyundai,2010,70000,Petrol,Individual,Manual,Second Owner,1197,78.9,five,200000
Maruti Ritz VDi ABS,Maruti,2009,70000,Diesel,Individual,Manual,First Owner,1248,73.9,five,200000
Maruti Ritz LDi,Maruti,2010,70000,Diesel,Individual,Manual,Second Owner,1248,73.9,five,200000
Maruti Alto K10 LXI,Maruti,2011,70000,Petrol,Individual,Manual,Third Owner,998,67.1,five,199000
Hyundai i10 Sportz Option,Hyundai,2009,70000,Petrol,Individual,Manual,Second Owner,1197,78.9,five,199000
Hyundai Santro Xing GL Plus LPG,Hyundai,2011,70000,LPG,Individual,Manual,First Owner,1086,62.1,five,191000
Hyundai EON Era Plus,Hyundai,2013,70000,Petrol,Individual,Manual,First Owner,814,55.2,five,190000
Hyundai EON Era Plus,Hyundai,2013,70000,Petrol,Individual,Manual,First Owner,814,55.2,five,190000
Hyundai i10 Era,Hyundai,2007,70000,Petrol,Individual,Manual,Second Owner,1086,68.05,five,190000
Maruti Alto 800 LXI,Maruti,2014,70000,Petrol,Individual,Manual,Third Owner,796,47.3,five,190000
Tata Indigo CR4,Tata,2011,70000,Diesel,Individual,Manual,Second Owner,1396,70,five,189000
Hyundai Santro Xing GLS LPG,Hyundai,2012,70000,LPG,Individual,Manual,Second Owner,1086,62.1,five,185000
Tata Indigo CS eGLX BS IV,Tata,2011,70000,Petrol,Individual,Manual,First Owner,1193,64.1,five,181000
Maruti Wagon R LXI Minor,Maruti,2010,70000,Petrol,Individual,Manual,Second Owner,1061,67,five,180000
Ford Ikon 1.6 Nxt,Ford,2009,70000,Petrol,Individual,Manual,Second Owner,1597,92,five,180000
Hyundai i10 Magna,Hyundai,2009,70000,Petrol,Individual,Manual,Second Owner,1197,78.9,five,180000
Hyundai i10 Magna,Hyundai,2010,70000,Petrol,Individual,Manual,Second Owner,1197,78.9,five,180000
Maruti Alto LXi,Maruti,2012,70000,Petrol,Individual,Manual,Second Owner,796,46.3,five,180000
Hyundai Accent Executive,Hyundai,2011,70000,Petrol,Individual,Manual,First Owner,1495,93.7,five,180000
Maruti Alto K10 LXI,Maruti,2011,70000,Petrol,Individual,Manual,First Owner,998,67.1,five,180000
Hyundai Santro Xing GL Plus,Hyundai,2012,70000,Petrol,Individual,Manual,First Owner,1086,62.1,five,180000
Maruti Alto 800 CNG LXI,Maruti,2013,70000,CNG,Individual,Manual,Second Owner,796,47.3,five,178000
Chevrolet Beat LS,Chevrolet,2013,70000,Petrol,Individual,Manual,Second Owner,1199,79.4,five,170000
Maruti Alto LX,Maruti,2011,70000,Petrol,Individual,Manual,Third Owner,796,46.3,five,170000
Maruti A-Star Vxi,Maruti,2011,70000,Petrol,Individual,Manual,Third Owner,998,66.1,five,170000
Hyundai i10 Era,Hyundai,2008,70000,Petrol,Individual,Manual,Third Owner,1086,68.05,five,170000
Hyundai EON Era Plus,Hyundai,2014,70000,Petrol,Individual,Manual,Second Owner,814,55.2,five,170000
Chevrolet Beat Diesel LS,Chevrolet,2013,70000,Diesel,Individual,Manual,First Owner,936,57.6,five,170000
Ford Figo Diesel ZXI,Ford,2011,70000,Diesel,Individual,Manual,Second Owner,1399,68,five,170000
Chevrolet Spark 1.0 LT,Chevrolet,2011,70000,Petrol,Individual,Manual,First Owner,995,62,five,165000
Chevrolet Beat Diesel LT,Chevrolet,2012,70000,Diesel,Individual,Manual,Second Owner,936,57.6,five,165000
Chevrolet Beat Diesel,Chevrolet,2011,70000,Diesel,Individual,Manual,Second Owner,936,57.6,five,165000
Chevrolet Beat Diesel LT,Chevrolet,2014,70000,Diesel,Individual,Manual,Third Owner,936,56.3,five,160000
Maruti Alto LXi,Maruti,2009,70000,Petrol,Individual,Manual,Third Owner,796,46.3,five,160000
Maruti Alto 800 LX,Maruti,2013,70000,Petrol,Individual,Manual,Second Owner,796,47.3,five,160000
Tata Indigo CS LS (TDI) BS III,Tata,2009,70000,Diesel,Individual,Manual,First Owner,1396,69,five,160000
Honda City 2017-2020 VTEC,Honda,2006,70000,Petrol,Individual,Manual,Second Owner,1497,100,five,160000
Maruti Alto Green LXi (CNG),Maruti,2010,70000,CNG,Individual,Manual,Second Owner,796,38.4,five,155000
Honda City 2017-2020 GXi,Honda,2008,70000,Petrol,Individual,Manual,Third Owner,1497,78,five,150000
Maruti Alto Std,Maruti,2009,70000,Petrol,Individual,Manual,Fourth & Above Owner,796,46.3,five,150000
Maruti Wagon R LXI Minor,Maruti,2010,70000,Petrol,Individual,Manual,Second Owner,1061,67,five,150000
Hyundai Santro Xing GLS LPG,Hyundai,2010,70000,LPG,Individual,Manual,Third Owner,1086,62.1,five,150000
Maruti Wagon R LXI LPG BSIV,Maruti,2010,70000,LPG,Individual,Manual,Second Owner,998,58.2,five,150000
Maruti Wagon R VXI Minor,Maruti,2007,70000,Petrol,Individual,Manual,Third Owner,1061,67,five,150000
Tata Indigo CS LS (TDI) BS III,Tata,2010,70000,Diesel,Individual,Manual,Second Owner,1396,69,five,150000
Chevrolet Beat LT,Chevrolet,2010,70000,Petrol,Individual,Manual,First Owner,1199,79.4,five,150000
Maruti Alto LXi,Maruti,2008,70000,Petrol,Individual,Manual,Second Owner,796,46.3,five,150000
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,2007,70000,Petrol,Individual,Manual,Third Owner,1061,64,five,150000
Tata Indigo CS LS DiCOR,Tata,2010,70000,Diesel,Individual,Manual,Third Owner,1405,70,five,150000
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,Tata,2011,70000,Petrol,Individual,Manual,Second Owner,1172,65,five,150000
Maruti Alto LXi BSIII,Maruti,2009,70000,Petrol,Individual,Manual,Second Owner,796,46.3,five,150000
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,2007,70000,Petrol,Individual,Manual,Third Owner,1061,64,five,150000
Chevrolet Beat Diesel LT,Chevrolet,2012,70000,Diesel,Individual,Manual,Second Owner,936,57.6,five,150000
Hyundai Accent GLS,Hyundai,2009,70000,Petrol,Individual,Manual,Third Owner,1495,94,five,150000
Chevrolet Aveo U-VA 1.2,Chevrolet,2010,70000,Petrol,Individual,Manual,Third Owner,1150,76,five,148000
Toyota Corolla AE,Toyota,2003,70000,Petrol,Individual,Manual,Second Owner,1794,125,five,145000
Maruti Alto K10 LXI,Maruti,2010,70000,Petrol,Individual,Manual,Second Owner,998,67.1,five,145000
Maruti Alto LXi,Maruti,2012,70000,Petrol,Individual,Manual,First Owner,796,46.3,five,145000
Maruti Wagon R LXI Minor,Maruti,2009,70000,Petrol,Individual,Manual,Second Owner,1061,67,five,142000
Hyundai i10 Magna,Hyundai,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,1197,78.9,five,140000
Chevrolet Beat Diesel LT Option,Chevrolet,2011,70000,Diesel,Individual,Manual,Fourth & Above Owner,936,57.6,five,140000
Hyundai i10 Magna,Hyundai,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,1197,78.9,five,140000
Chevrolet Beat Diesel LT Option,Chevrolet,2011,70000,Diesel,Individual,Manual,Fourth & Above Owner,936,57.6,five,140000
Ford Figo Diesel LXI,Ford,2012,70000,Diesel,Individual,Manual,Fourth & Above Owner,1399,68,five,140000
Maruti Esteem LX - BSIII,Maruti,2006,70000,Petrol,Individual,Manual,Second Owner,1298,85,five,135000
Maruti Alto LXi,Maruti,2012,70000,Petrol,Individual,Manual,First Owner,796,46.3,five,135000
Maruti Alto LXi,Maruti,2009,70000,Petrol,Individual,Manual,Second Owner,796,46.3,five,130000
Chevrolet Spark 1.0 LT,Chevrolet,2012,70000,Petrol,Individual,Manual,First Owner,995,62,five,130000
Maruti Omni 5 Seater BSIV,Maruti,2011,70000,Petrol,Individual,Manual,Second Owner,796,35,five,130000
Maruti Omni 5 Seater BSIV,Maruti,2011,70000,Petrol,Individual,Manual,Second Owner,796,35,five,130000
Tata Indica Vista Aura 1.2 Safire BSIV,Tata,2011,70000,Petrol,Individual,Manual,Second Owner,1172,65,five,130000
Chevrolet Spark 1.0 PS,Chevrolet,2010,70000,Petrol,Individual,Manual,First Owner,995,63,five,125000
Maruti Alto LX,Maruti,2009,70000,Petrol,Individual,Manual,Second Owner,796,46.3,five,125000
Maruti Alto LXi BSIII,Maruti,2005,70000,Petrol,Individual,Manual,Fourth & Above Owner,796,46.3,five,125000
Honda Civic 1.8 S MT,Honda,2006,70000,Petrol,Individual,Manual,Second Owner,1799,130,five,121000
Hyundai Accent GLE,Hyundai,2009,70000,Petrol,Individual,Manual,Second Owner,1495,94,five,120000
Tata Indigo CS GLS BSIII,Tata,2011,70000,Petrol,Individual,Manual,Second Owner,1193,65,five,120000
Maruti Wagon R LXI Minor,Maruti,2009,70000,Petrol,Individual,Manual,Second Owner,1061,67,five,120000
Maruti Alto LXi,Maruti,2008,70000,Petrol,Individual,Manual,Third Owner,796,46.3,five,120000
Maruti Wagon R LXI Minor,Maruti,2007,70000,Petrol,Individual,Manual,Second Owner,1061,67,five,120000
Chevrolet Beat LT,Chevrolet,2012,70000,Petrol,Individual,Manual,Third Owner,1199,79.4,five,120000
Maruti Alto LXi BSIII,Maruti,2006,70000,Petrol,Individual,Manual,Third Owner,796,46.3,five,120000
Maruti Zen LX,Maruti,2000,70000,Petrol,Individual,Manual,Fourth & Above Owner,993,60,five,110000
Maruti Alto LXi BSIII,Maruti,2008,70000,Petrol,Individual,Manual,Third Owner,796,46.3,five,100000
Maruti Alto LXi,Maruti,2007,70000,Petrol,Individual,Manual,First Owner,796,46.3,five,100000
Maruti Wagon R LXI Minor,Maruti,2007,70000,Petrol,Individual,Manual,Second Owner,1061,67,five,100000
Maruti Wagon R VXI,Maruti,2005,70000,Petrol,Individual,Manual,Second Owner,998,67.1,five,98000
Maruti Alto LXi,Maruti,2007,70000,Petrol,Individual,Manual,Second Owner,796,46.3,five,95000
Maruti Alto LX,Maruti,2005,70000,Petrol,Individual,Manual,Third Owner,796,46.3,five,95000
Maruti Alto LXi,Maruti,2008,70000,Petrol,Individual,Manual,First Owner,796,46.3,five,95000
Chevrolet Spark 1.0,Chevrolet,2010,70000,Petrol,Individual,Manual,Second Owner,995,62,five,90000
Maruti Zen Estilo LXI BSIII,Maruti,2007,70000,Petrol,Individual,Manual,First Owner,998,67.1,five,90000
Maruti Alto LX,Maruti,2004,70000,Petrol,Individual,Manual,Fourth & Above Owner,796,46.3,five,90000
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,2008,70000,Petrol,Individual,Manual,Second Owner,1150,74.9,five,80000
Maruti Omni 5 Str STD,Maruti,1998,70000,Petrol,Individual,Manual,First Owner,796,35,five,80000
Chevrolet Spark 1.0 LT,Chevrolet,2012,70000,Petrol,Individual,Manual,Second Owner,995,62.1,five,80000
Maruti Wagon R LXI,Maruti,2004,70000,Petrol,Individual,Manual,Second Owner,998,67.1,five,70000
Maruti Alto LXI,Maruti,2004,70000,Petrol,Individual,Manual,Second Owner,796,46.3,five,70000
Maruti Esteem LX - BSIII,Maruti,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,1298,85,five,70000
Maruti Wagon R VXI,Maruti,2003,70000,Petrol,Individual,Manual,Fourth & Above Owner,998,67.1,five,65000
Hyundai Getz 1.1 GLE,Hyundai,2007,70000,Petrol,Individual,Manual,Third Owner,1086,66.6,five,65000
Maruti Zen LXi - BS III,Maruti,2005,70000,Petrol,Individual,Manual,Second Owner,993,60,five,60000
Hyundai Accent GLE,Hyundai,2003,70000,Petrol,Individual,Manual,Second Owner,1495,94,five,59000
Maruti Esteem Lxi - BSIII,Maruti,2007,70000,Petrol,Individual,Manual,Third Owner,1298,85,five,55000
Chevrolet Spark 1.0,Chevrolet,2008,70000,Petrol,Individual,Manual,First Owner,995,62,five,45000
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2013,70000,Diesel,Individual,Manual,Second Owner,2494,100,eight,910000
Mahindra Scorpio VLX AT AIRBAG BSIV,Mahindra,2014,70000,Diesel,Individual,Automatic,Second Owner,2179,120,eight,625000
Mahindra Scorpio EX,Mahindra,2013,70000,Diesel,Individual,Manual,Third Owner,2523,75,eight,600000
Mahindra Scorpio VLX 2WD BSIII,Mahindra,2012,70000,Diesel,Individual,Manual,First Owner,2179,120,eight,459999
Mahindra Bolero DI DX 8 Seater,Mahindra,2009,70000,Diesel,Individual,Manual,Second Owner,2523,63,eight,270000
Maruti Omni E MPI STD BS IV,Maruti,2016,70000,Petrol,Individual,Manual,Second Owner,796,34.2,eight,190000
Maruti Omni 8 Seater BSII,Maruti,2008,70000,Petrol,Individual,Manual,Fourth & Above Owner,796,35,eight,160000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Maruti Swift AMT ZXI,Maruti,2018,69779,Petrol,Dealer,Automatic,First Owner,1197,81.8,five,600000
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,2016,69500,Diesel,Individual,Manual,Second Owner,2494,100.6,eight,1151000
Mahindra XUV500 W6 2WD,Mahindra,2014,69000,Diesel,Dealer,Manual,First Owner,2179,140,seven,780000
Honda City i-DTEC ZX,Honda,2017,69000,Diesel,Dealer,Manual,First Owner,1498,97.9,five,925000
Volkswagen Polo GT TSI,Volkswagen,2016,69000,Petrol,Dealer,Automatic,First Owner,1197,103.6,five,675000
Volkswagen Vento 1.5 TDI Highline Plus AT,Volkswagen,2015,69000,Diesel,Dealer,Automatic,First Owner,1498,108.6,five,651000
Maruti Swift VDI,Maruti,2013,69000,Diesel,Individual,Manual,Second Owner,1248,74,five,525000
Ford Figo 1.5D Titanium Opt MT,Ford,2016,69000,Diesel,Individual,Manual,Second Owner,1498,99,five,459999
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2013,69000,Diesel,Individual,Manual,First Owner,1396,88.76,five,451999
Renault Duster 85PS Diesel RxZ,Renault,2014,69000,Diesel,Dealer,Manual,First Owner,1461,83.8,five,425000
Hyundai Verna 1.6 SX,Hyundai,2013,69000,Diesel,Individual,Manual,Third Owner,1582,126.32,five,420000
Volkswagen Vento Diesel Highline,Volkswagen,2011,69000,Diesel,Individual,Manual,Second Owner,1598,103.6,five,375000
Ford Fiesta Classic 1.4 Duratorq LXI,Ford,2013,69000,Diesel,Dealer,Manual,First Owner,1388,67,five,325000
Maruti Swift Dzire VXi,Maruti,2012,69000,Petrol,Individual,Manual,First Owner,1298,85.8,five,285000
Maruti Wagon R LXI BS IV,Maruti,2017,68850,Petrol,Dealer,Manual,First Owner,998,67.1,five,352000
Maruti A-Star Lxi,Maruti,2010,68700,Petrol,Individual,Manual,Third Owner,998,66.1,five,179000
Hyundai EON Magna Plus,Hyundai,2013,68697,Petrol,Individual,Manual,Third Owner,814,55.2,five,200000
Ford Ecosport 1.5 DV5 MT Trend,Ford,2016,68609,Diesel,Dealer,Manual,First Owner,1498,89.84,five,515000
Ford Ecosport 1.5 DV5 MT Trend,Ford,2016,68609,Diesel,Dealer,Manual,First Owner,1498,89.84,five,515000
Honda City 1.5 S MT,Honda,2009,68600,Petrol,Individual,Manual,Third Owner,1497,118,five,250000
Chevrolet Spark 1.0 LT,Chevrolet,2011,68519,Petrol,Dealer,Manual,First Owner,995,62.1,five,130000
Tata New Safari 3L Dicor LX 4x2,Tata,2012,68240,Diesel,Dealer,Manual,First Owner,2956,138.1,seven,450000
Tata New Safari 3L Dicor LX 4x2,Tata,2012,68240,Diesel,Dealer,Manual,First Owner,2956,138.1,seven,450000
Maruti Wagon R LXI,Maruti,2015,68203,Petrol,Dealer,Manual,First Owner,998,67.05,five,313000
Honda City i-VTEC CVT ZX,Honda,2017,68140,Petrol,Dealer,Automatic,First Owner,1497,117.6,five,1025000
Ford Endeavour 2.5L 4X2 MT,Ford,2011,68000,Diesel,Individual,Manual,First Owner,2499,141,seven,950000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2015,68000,Diesel,Individual,Manual,First Owner,2494,100.6,seven,900000
Maruti Ertiga VDI,Maruti,2015,68000,Diesel,Individual,Manual,Second Owner,1248,88.76,seven,571000
Hyundai Elantra SX AT,Hyundai,2013,68000,Petrol,Dealer,Automatic,First Owner,1797,147.5,five,690000
Maruti Swift ZDi,Maruti,2014,68000,Diesel,Individual,Manual,First Owner,1248,74,five,650000
Maruti Swift VDI,Maruti,2014,68000,Diesel,Dealer,Manual,First Owner,1248,74,five,501000
Renault Duster 110PS Diesel RxL,Renault,2014,68000,Diesel,Individual,Manual,Second Owner,1461,108.45,five,500000
Honda Jazz 1.5 E i DTEC,Honda,2016,68000,Diesel,Individual,Manual,First Owner,1498,98.6,five,425000
Maruti Swift VXI Optional,Maruti,2015,68000,Petrol,Individual,Manual,Second Owner,1197,81.8,five,405000
Honda Brio S MT,Honda,2016,68000,Petrol,Individual,Manual,First Owner,1198,86.8,five,400000
Maruti Swift Dzire VDI,Maruti,2012,68000,Diesel,Individual,Manual,First Owner,1248,74,five,370000
Chevrolet Sail Hatchback Diesel,Chevrolet,2013,68000,Diesel,Individual,Manual,First Owner,1248,76.9,five,355000
Tata Tiago 1.2 Revotron XT,Tata,2017,68000,Petrol,Individual,Manual,Second Owner,1199,84,five,328000
Chevrolet Beat Diesel LS,Chevrolet,2013,68000,Diesel,Individual,Manual,Second Owner,936,57.6,five,175000
Chevrolet Beat LT,Chevrolet,2010,68000,Petrol,Individual,Manual,Fourth & Above Owner,1199,79.4,five,150000
Maruti Alto LX BSIII,Maruti,2008,68000,Petrol,Dealer,Manual,Third Owner,796,46.3,five,120000
Maruti Wagon R LXI BS IV,Maruti,2012,67998,Petrol,Dealer,Manual,First Owner,998,67.1,five,265000
Chevrolet Spark 1.0 LT,Chevrolet,2011,67840,Petrol,Individual,Manual,First Owner,995,62,five,130000
Chevrolet Cruze LTZ AT,Chevrolet,2016,67600,Diesel,Individual,Automatic,First Owner,1998,163.7,five,750000
Chevrolet Cruze LTZ AT,Chevrolet,2016,67600,Diesel,Individual,Automatic,First Owner,1998,163.7,five,750000
Tata Sumo EX 10/7 Str BSIII,Tata,2012,67500,Diesel,Individual,Manual,First Owner,1948,68,one0,200000
Renault Duster 85PS Diesel RxE Adventure,Renault,2015,67303,Diesel,Dealer,Manual,First Owner,1461,83.8,five,600000
Maruti Swift VXI,Maruti,2013,67082,Petrol,Dealer,Manual,Second Owner,1197,81.8,five,371000
Mahindra Scorpio 1.99 S4,Mahindra,2016,67000,Diesel,Individual,Manual,First Owner,1997,120,seven,745000
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,67000,Diesel,Individual,Manual,Second Owner,1493,100,seven,660000
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,67000,Diesel,Individual,Manual,Second Owner,1493,100,seven,660000
Maruti Ertiga VDI,Maruti,2012,67000,Diesel,Individual,Manual,First Owner,1248,88.76,seven,550000
Maruti Alto 800 CNG LXI,Maruti,2017,67000,CNG,Individual,Manual,First Owner,796,40.3,four,260000
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2017,67000,Diesel,Individual,Automatic,First Owner,1582,126.2,five,1100000
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2017,67000,Diesel,Individual,Automatic,First Owner,1582,126.2,five,1100000
Renault Fluence 1.5,Renault,2013,67000,Diesel,Individual,Manual,Second Owner,1461,108.5,five,580000
Fiat Grande Punto EVO 1.3 Dynamic,Fiat,2015,67000,Diesel,Individual,Manual,First Owner,1248,75,five,550000
Maruti Swift VDI,Maruti,2014,67000,Diesel,Dealer,Manual,First Owner,1248,74,five,490000
