battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_$
1994,Yes,0.7,No,5,No,5,0.4,189,two,7,1836,12,11,18,Yes,No,No,662.0310274
823,No,1,Yes,9,Yes,18,0.2,182,five,16,3894,13,10,9,Yes,Yes,No,1342.69387
1908,No,0.5,No,9,Yes,30,1,111,two,19,2944,19,17,17,Yes,No,Yes,548.6333731
790,No,0.5,Yes,7,Yes,44,0.1,89,eight,8,3424,13,11,9,Yes,Yes,No,591.4277323
1330,Yes,1.8,Yes,1,No,40,0.5,177,one,5,2678,9,4,14,Yes,Yes,Yes,507.3068788
1660,No,0.5,No,2,Yes,15,0.7,100,eight,8,2424,12,5,9,Yes,Yes,No,484.8443234
1776,No,2.2,No,2,No,20,0.9,82,six,16,2671,15,10,12,No,Yes,Yes,775.7781525
1611,No,0.5,Yes,4,Yes,27,0.9,199,one,10,3078,15,2,6,Yes,No,Yes,363.6894025
1410,Yes,0.5,Yes,0,Yes,15,0.3,92,three,1,2304,18,4,18,Yes,Yes,No,335.6802463
1772,Yes,1.6,No,17,Yes,45,0.5,159,two,18,1146,6,1,17,Yes,Yes,No,221.722813
1280,Yes,1.3,No,0,Yes,39,1,108,seven,1,2335,6,4,2,Yes,No,Yes,175.5921588
1712,Yes,0.9,Yes,2,No,23,1,155,seven,19,1422,5,0,15,Yes,Yes,No,162.2004764
1562,Yes,0.7,No,0,No,55,0.1,140,eight,1,2096,15,3,3,No,No,No,459.5035284
891,No,1.9,Yes,1,Yes,18,0.1,153,six,3,1303,17,16,4,Yes,Yes,Yes,131.4378186
1957,No,1.2,Yes,18,Yes,36,0.8,151,two,19,1115,16,2,18,Yes,No,Yes,151.2267615
1110,No,0.6,No,1,No,42,0.9,192,five,2,456,12,8,18,Yes,Yes,No,111.5108774
875,Yes,1.4,Yes,1,Yes,43,0.6,104,eight,3,3396,14,2,18,Yes,No,No,575.0207184
1211,Yes,1.2,No,0,No,28,0.3,130,two,3,2750,6,1,14,No,Yes,No,406.4182702
769,No,0.5,Yes,12,Yes,54,0.2,112,four,19,941,15,8,20,Yes,No,Yes,29.94241928
671,No,2.9,No,7,Yes,2,0.1,95,six,19,2278,13,4,2,Yes,No,No,406.1876669
1872,No,0.5,No,5,Yes,26,0.5,172,four,10,2273,8,4,8,Yes,No,Yes,81.6032699
1076,No,2.3,Yes,0,Yes,14,0.7,191,five,0,2355,17,16,2,Yes,Yes,Yes,688.9267249
1325,No,1.9,No,2,No,50,0.1,146,one,10,2328,17,10,2,Yes,No,No,344.5517654
911,Yes,2.2,Yes,1,Yes,28,0.5,182,two,2,2638,8,4,13,Yes,Yes,Yes,175.4605217
1273,Yes,0.7,No,1,No,23,0.6,178,six,14,558,8,5,13,Yes,No,No,118.0086831
1062,No,0.5,No,3,Yes,39,0.9,124,four,4,1345,16,0,11,Yes,No,Yes,78.16582187
1317,No,1.5,No,6,No,12,0.1,154,two,9,425,7,0,11,Yes,Yes,Yes,102.4146009
940,No,2.9,No,0,No,16,0.7,115,four,1,2192,15,13,9,Yes,Yes,Yes,146.1706093
729,Yes,2,No,0,No,14,0.6,135,six,2,3397,19,15,17,Yes,No,Yes,470.4847151
1494,No,2.4,No,6,Yes,3,0.9,93,seven,17,1208,14,13,17,Yes,Yes,No,205.1796426
1546,Yes,1.6,Yes,2,Yes,27,0.7,124,two,6,267,12,10,16,Yes,Yes,No,77.61410238
1253,No,0.7,No,0,Yes,34,0.9,113,four,10,3518,7,3,8,Yes,Yes,Yes,524.5393037
895,No,0.5,Yes,6,No,16,0.3,164,eight,14,3122,7,0,4,No,No,Yes,302.8242778
793,Yes,1.9,Yes,0,Yes,43,0.3,124,eight,2,1050,11,9,3,Yes,Yes,Yes,192.7640687
1628,Yes,1.8,Yes,11,No,56,0.1,136,two,13,3358,17,11,12,Yes,Yes,Yes,697.2714194
625,No,2.7,Yes,2,No,42,0.8,138,eight,3,2929,10,4,17,Yes,No,No,474.5718496
1110,No,1.5,No,2,Yes,12,0.3,153,eight,5,624,9,7,15,Yes,No,No,143.1978412
999,No,1.7,No,6,No,49,0.6,132,one,17,1598,7,0,8,No,Yes,No,255.4023526
1856,No,0.5,Yes,0,Yes,24,0.1,155,five,1,2052,17,6,10,Yes,Yes,No,427.5959842
1715,No,2.6,Yes,9,Yes,15,0.6,120,six,20,1249,16,2,4,Yes,Yes,No,135.9954128
1897,Yes,1.9,No,2,Yes,54,0.3,154,two,7,412,17,11,2,Yes,No,No,128.2898785
1202,Yes,2.4,Yes,0,No,19,0.1,122,two,1,595,19,0,3,No,No,No,79.29357667
1171,Yes,1.7,Yes,2,No,19,0.3,167,seven,19,263,6,5,8,No,No,No,41.48883738
964,No,2,No,0,Yes,22,0.7,86,eight,0,2577,17,16,5,Yes,Yes,No,529.927633
1973,Yes,2.4,Yes,6,No,46,0.1,193,four,10,639,6,0,3,No,No,Yes,121.8133367
1992,Yes,0.6,Yes,11,No,2,0.1,141,one,14,3206,10,9,10,Yes,Yes,No,988.454006
546,Yes,2.6,Yes,5,No,26,1,159,five,15,1550,7,2,3,No,Yes,No,147.1534381
1093,No,0.5,No,1,Yes,31,0.6,171,two,12,1646,12,0,6,Yes,Yes,No,164.7545418
1880,Yes,2,No,11,No,35,0.1,200,four,14,1930,17,7,15,No,Yes,No,235.6724767
1765,No,1.1,No,3,No,11,0.7,87,two,7,3695,6,5,18,Yes,No,No,467.2819263
1640,No,0.5,Yes,1,Yes,36,0.9,87,eight,11,3235,6,1,10,Yes,No,Yes,1034.146682
1830,No,0.5,No,0,No,7,0.9,191,six,12,2334,8,7,14,No,Yes,No,227.0900967
826,No,0.6,No,3,No,62,0.7,187,four,19,1998,17,4,17,No,No,No,257.955476
1864,No,2.2,No,0,Yes,7,0.1,142,one,2,2258,10,1,10,Yes,No,No,425.8445935
586,Yes,0.6,No,16,Yes,42,0.3,121,seven,17,1869,12,2,7,Yes,Yes,Yes,163.6249323
1206,No,3,Yes,10,Yes,30,0.6,127,three,13,1825,7,1,4,Yes,No,Yes,590.0597561
832,Yes,0.5,Yes,1,Yes,5,0.1,165,five,2,3946,12,5,14,Yes,Yes,Yes,753.3566031
848,Yes,2.8,No,1,No,8,0.1,103,seven,3,436,10,6,15,Yes,Yes,Yes,112.6188176
1851,No,2.9,No,0,No,53,0.7,112,six,2,2678,6,0,8,Yes,No,No,237.4080188
1166,Yes,0.5,No,7,No,59,0.5,80,one,11,3887,8,6,7,Yes,No,Yes,354.8803374
1776,Yes,2.1,Yes,10,No,35,0.1,172,four,16,1813,16,13,20,Yes,Yes,Yes,276.2214949
1254,Yes,1.2,No,2,Yes,27,0.2,134,two,10,817,14,1,16,Yes,Yes,Yes,119.7109925
1494,No,1.6,Yes,4,Yes,24,0.2,101,one,17,3614,15,12,9,Yes,No,No,662.958882
984,Yes,2.2,Yes,0,Yes,39,0.5,119,eight,18,2013,11,7,16,Yes,Yes,No,148.0924768
1179,Yes,0.8,No,1,No,5,0.9,154,five,17,543,8,7,18,No,No,Yes,63.31441062
513,No,1.9,No,8,No,27,0.4,174,eight,13,3400,16,6,13,No,Yes,Yes,393.9233413
557,No,0.5,Yes,3,No,17,0.2,89,six,4,2623,17,16,16,No,No,No,318.7146324
744,No,1.7,Yes,0,Yes,33,0.5,105,four,2,2700,9,3,19,Yes,No,No,363.5971254
1129,Yes,0.8,Yes,9,Yes,21,0.6,116,two,10,1400,11,0,13,Yes,Yes,No,209.4672723
1148,No,2.3,Yes,0,Yes,58,0.3,170,five,20,3127,10,7,11,Yes,No,No,185.837784
1793,No,2.7,No,12,Yes,44,0.7,175,five,17,2803,19,9,6,Yes,Yes,Yes,878.4577832
1310,No,2.3,Yes,3,No,15,0.2,150,five,11,2518,18,17,5,No,Yes,Yes,422.0112907
1604,No,1.2,No,1,No,6,0.5,191,six,15,3564,7,2,2,Yes,Yes,No,230.3128272
1676,No,1.6,No,2,No,37,0.2,145,one,3,2515,14,8,4,Yes,No,Yes,636.0794725
1001,No,2.8,Yes,1,No,40,0.2,117,three,7,3654,13,9,10,Yes,Yes,Yes,795.7944243
1086,No,2.7,No,0,Yes,24,0.1,135,eight,19,3930,17,1,18,Yes,Yes,Yes,548.6415376
1986,Yes,0.5,Yes,7,Yes,39,0.1,89,seven,19,3476,11,8,17,Yes,Yes,No,642.8287742
634,Yes,0.8,No,5,No,41,0.2,192,one,12,3242,18,11,4,Yes,No,Yes,550.2942232
502,No,0.8,No,7,No,52,1,82,six,8,2666,5,4,20,Yes,Yes,No,462.0446173
1641,No,1.1,No,6,No,48,0.7,97,eight,7,1695,13,6,17,Yes,No,Yes,375.1581744
623,No,1.4,Yes,0,Yes,15,0.2,189,three,1,3510,14,4,18,Yes,No,Yes,283.8997175
962,Yes,1.1,Yes,3,No,17,0.1,161,eight,20,3438,14,3,20,No,No,No,597.2674113
1057,Yes,2.7,No,3,Yes,41,0.1,97,four,10,2033,16,9,2,Yes,Yes,No,151.3175115
1862,No,1.5,No,1,No,62,1,182,one,2,1017,11,3,9,Yes,No,No,321.6768571
555,Yes,3,Yes,5,Yes,38,0.8,193,two,10,1686,8,1,8,Yes,No,Yes,163.9397599
1000,No,2.7,No,1,Yes,58,1,135,five,12,862,7,0,20,Yes,No,No,95.52848616
841,No,0.5,No,6,Yes,11,0.3,81,five,14,957,6,5,11,Yes,Yes,No,161.0795678
865,No,2.9,No,5,No,16,0.1,89,four,12,3494,13,3,14,No,No,Yes,1048.913725
999,No,2.6,Yes,11,Yes,56,1,165,four,13,3083,8,4,11,Yes,Yes,Yes,70.11122006
1232,No,1.2,No,12,No,30,0.9,131,six,14,1656,8,4,15,Yes,Yes,Yes,210.3585614
1194,No,2.3,No,6,Yes,34,0.2,165,two,12,313,15,1,19,Yes,Yes,No,98.63422342
612,Yes,0.5,Yes,1,Yes,20,0.8,179,eight,6,3282,16,2,18,Yes,Yes,Yes,713.9179803
1362,Yes,2.9,No,0,No,47,0.5,186,six,4,3629,19,17,5,No,Yes,Yes,466.5194139
1469,No,1.7,Yes,11,Yes,44,0.5,169,two,14,1687,15,5,5,Yes,Yes,Yes,188.8275399
986,Yes,0.8,No,13,Yes,28,0.8,182,four,20,1149,8,7,18,Yes,Yes,No,124.3144667
1843,No,2.8,No,1,Yes,62,0.8,104,three,7,3899,5,4,6,Yes,No,Yes,852.2024481
1561,No,0.5,Yes,10,Yes,4,0.5,134,two,13,1783,13,12,10,Yes,Yes,No,267.820249
1695,Yes,0.5,Yes,2,Yes,47,0.5,189,five,13,1629,8,6,11,Yes,Yes,No,149.9767335
667,No,2.6,Yes,3,No,8,0.8,185,one,7,2528,11,8,8,No,Yes,No,460.5568643
1768,Yes,2,No,0,Yes,2,0.8,88,seven,2,3256,9,6,5,Yes,Yes,No,503.5063115
1269,Yes,2.8,Yes,16,No,41,1,180,eight,17,2341,10,9,16,No,No,Yes,257.9271827
1109,Yes,2.8,Yes,6,No,57,0.9,151,one,12,2785,15,10,16,Yes,No,No,492.7290436
936,No,0.5,Yes,14,Yes,14,0.1,164,three,17,3761,13,1,12,Yes,No,No,800.4800704
1713,Yes,2,No,9,Yes,5,0.7,199,six,16,1513,15,6,2,Yes,No,Yes,161.5730419
1175,Yes,1.7,Yes,1,Yes,45,0.6,167,two,7,2240,10,6,5,Yes,Yes,No,172.4504611
1940,Yes,1,Yes,0,Yes,5,0.2,194,four,1,820,19,18,3,Yes,Yes,Yes,84.88181222
855,Yes,0.5,No,2,Yes,59,0.5,159,two,3,1875,16,8,8,Yes,Yes,Yes,202.8838109
771,Yes,0.5,Yes,0,Yes,33,0.1,157,three,17,920,16,2,10,Yes,Yes,Yes,97.42987319
645,No,2.5,No,10,Yes,63,1,174,four,14,3615,18,8,13,Yes,No,Yes,411.454357
1307,No,1.8,No,2,No,7,0.6,88,seven,3,1412,16,9,5,No,No,Yes,283.7735871
1948,No,2.9,Yes,4,No,5,0.2,136,one,13,361,6,1,10,No,Yes,No,41.90821785
1509,No,0.6,Yes,5,No,50,0.3,81,four,8,1540,12,8,3,Yes,Yes,No,311.3206617
626,Yes,2.8,Yes,3,Yes,11,0.8,109,two,9,1077,6,1,4,Yes,No,Yes,81.29805661
1190,No,2,Yes,0,No,40,0.2,93,five,1,3610,13,7,9,No,No,Yes,329.5235283
1727,Yes,2.1,Yes,10,No,57,0.3,158,six,18,512,5,2,6,No,No,No,118.4923427
1670,Yes,3,No,14,No,62,0.5,114,eight,20,3024,6,0,20,No,No,Yes,456.9745858
1150,Yes,0.5,Yes,4,Yes,27,1,134,one,17,1610,11,0,16,Yes,No,No,157.102694
1208,No,2.9,No,5,Yes,16,1,175,one,19,2201,17,16,12,Yes,No,No,261.291809
1812,Yes,1.3,Yes,4,Yes,42,1,162,seven,15,3338,18,13,11,Yes,Yes,Yes,592.2483405
770,Yes,1.5,Yes,6,No,61,0.2,196,four,9,3473,7,3,4,No,No,Yes,835.6474824
1559,Yes,1.3,Yes,10,Yes,10,0.3,114,eight,17,2203,7,5,15,Yes,Yes,Yes,245.7572944
1902,No,0.5,No,10,No,13,0.2,155,four,11,940,14,10,15,Yes,Yes,No,192.9418672
1751,No,2.5,No,1,No,4,0.6,146,eight,9,1155,19,14,12,No,Yes,Yes,202.4159071
1416,Yes,1.8,Yes,0,No,20,0.1,93,four,0,3872,10,2,7,No,No,Yes,564.2344745
1288,No,0.5,Yes,3,Yes,61,0.2,115,six,6,1882,16,6,10,Yes,No,Yes,381.8750928
1003,Yes,2.9,No,16,Yes,16,0.6,119,eight,19,1798,16,7,10,Yes,No,No,247.9309909
1715,Yes,0.5,Yes,1,Yes,18,0.1,96,six,3,2598,17,2,3,Yes,No,No,917.3709788
1967,No,0.5,No,0,Yes,46,0.6,199,one,7,1567,15,2,7,Yes,Yes,No,237.6452833
962,No,1,Yes,14,No,2,0.9,125,one,20,1491,16,2,14,Yes,No,No,118.473838
1487,No,1.5,No,5,Yes,42,0.8,120,two,7,2003,12,4,3,Yes,No,No,534.139444
1569,Yes,1.6,Yes,4,Yes,54,0.9,190,four,6,3905,6,2,4,Yes,No,No,944.1870008
1146,No,3,No,5,Yes,57,0.4,111,five,10,291,19,9,11,Yes,Yes,Yes,62.32217971
1379,Yes,1.5,No,6,Yes,9,0.8,118,eight,13,1693,11,4,18,Yes,No,Yes,101.3769853
1504,No,1.9,Yes,7,Yes,25,0.3,152,four,9,1788,13,11,13,Yes,No,Yes,146.1765339
1945,No,1.2,No,3,No,26,0.7,112,six,5,3322,18,7,20,No,No,Yes,511.8884338
1630,Yes,2.8,Yes,0,Yes,32,0.9,80,six,1,1751,12,10,20,Yes,No,Yes,229.5798408
1125,Yes,2.7,No,10,No,23,0.4,117,one,14,1641,14,8,12,Yes,Yes,No,169.2911991
614,Yes,0.7,No,4,Yes,51,0.1,178,seven,7,2854,10,7,12,Yes,No,Yes,565.9408524
854,No,1,No,5,Yes,17,0.9,101,four,9,3115,7,0,2,Yes,No,No,349.6580102
1470,Yes,1.7,Yes,6,No,45,0.1,121,one,9,3259,10,1,14,Yes,No,Yes,365.4240297
1826,Yes,0.5,Yes,5,Yes,49,0.6,172,eight,6,1612,17,9,17,Yes,Yes,No,691.0270873
807,Yes,0.5,Yes,0,No,37,0.2,127,four,0,2319,5,4,4,No,No,No,152.5453572
1996,Yes,2.8,Yes,0,Yes,7,0.1,138,five,4,1258,17,14,16,Yes,No,No,162.9169702
1083,Yes,2,No,3,No,41,0.7,158,five,5,1543,18,3,10,No,No,Yes,110.755663
1035,No,0.5,Yes,14,Yes,49,0.3,178,two,15,3991,12,4,19,Yes,No,No,915.4598822
1521,Yes,1.6,No,5,Yes,62,0.3,143,one,9,3555,5,2,19,Yes,No,No,1002.135964
1314,Yes,2.8,Yes,13,Yes,5,1,87,four,18,3411,17,16,18,Yes,No,No,996.1118185
535,No,1.9,No,5,No,24,0.2,190,eight,19,524,9,3,4,No,No,No,52.38057187
673,Yes,1.9,No,13,Yes,35,0.4,142,six,14,3541,18,17,4,Yes,No,Yes,614.3317783
1219,No,1.6,Yes,5,No,4,0.3,169,six,7,1998,9,2,4,No,No,No,594.1291402
1606,Yes,0.5,Yes,0,Yes,33,0.9,200,five,0,3437,11,1,2,Yes,No,No,1071.42117
1603,Yes,0.5,Yes,1,Yes,17,0.5,114,two,8,1637,17,3,11,Yes,No,Yes,201.3504456
1958,No,0.5,No,6,Yes,52,0.4,153,one,14,3064,7,6,3,Yes,No,No,748.3101463
695,No,0.5,No,18,Yes,12,0.6,196,two,19,2855,16,13,7,Yes,Yes,Yes,446.5697935
1441,No,0.6,Yes,0,Yes,53,0.5,106,one,12,1393,9,4,4,Yes,Yes,Yes,202.7764826
1470,No,2.2,Yes,4,Yes,33,0.4,138,seven,10,1633,18,4,4,Yes,No,No,284.9550046
1890,No,1.1,No,4,Yes,48,0.5,127,four,5,2392,10,4,15,Yes,No,Yes,805.2694637
1152,Yes,2.1,Yes,0,Yes,26,0.3,82,two,0,3284,15,2,8,Yes,No,Yes,959.087888
1619,Yes,0.9,No,3,No,20,0.9,117,six,9,464,7,5,16,Yes,No,Yes,90.20149675
1002,Yes,1.8,No,1,No,45,0.7,180,seven,7,1234,19,13,18,Yes,Yes,No,135.76692
742,Yes,0.5,No,0,Yes,36,0.7,139,three,1,292,8,0,6,Yes,Yes,Yes,30.22441137
1306,Yes,2.1,Yes,2,Yes,33,0.4,174,three,9,2521,6,5,16,Yes,No,No,153.4347699
1424,Yes,2.9,Yes,0,No,20,0.6,180,five,0,2658,15,0,19,Yes,No,No,419.8310195
942,No,1.4,Yes,8,No,27,0.5,91,four,9,587,6,3,13,No,Yes,Yes,75.61514452
1934,Yes,2.7,No,8,Yes,2,0.1,118,four,16,2190,18,1,9,Yes,No,Yes,275.4021794
1290,Yes,1.4,Yes,19,Yes,35,0.3,110,four,20,879,16,2,8,Yes,No,No,102.0290316
930,No,2.1,Yes,0,No,54,0.9,80,one,13,1743,7,1,9,No,Yes,No,118.5700468
1699,Yes,0.5,No,16,No,21,0.1,156,four,20,1181,16,0,18,Yes,Yes,No,284.4764869
1849,Yes,0.5,No,1,No,29,0.5,181,seven,12,3330,14,4,15,Yes,No,Yes,1003.962664
1922,No,0.5,No,15,Yes,42,0.6,153,eight,16,3564,12,1,17,Yes,No,No,638.5820551
548,No,1,Yes,0,Yes,56,0.4,146,four,14,562,17,14,8,Yes,Yes,Yes,55.85700743
916,Yes,0.5,No,0,Yes,47,0.2,82,four,1,1659,11,10,11,Yes,Yes,No,280.6849589
1783,Yes,0.5,No,8,No,14,0.6,183,eight,11,1816,12,7,7,No,No,Yes,397.5724261
1083,Yes,1.4,Yes,2,Yes,49,0.8,156,five,9,1338,16,8,5,Yes,Yes,Yes,133.6530404
1698,No,2.8,No,10,Yes,7,0.8,131,eight,12,2992,15,3,17,Yes,Yes,No,389.9090898
1969,No,0.8,Yes,5,Yes,7,0.2,85,eight,20,315,16,7,7,Yes,Yes,No,90.30801148
869,No,1.9,No,0,No,2,0.6,197,seven,3,3249,19,0,12,No,No,Yes,266.7366068
1337,Yes,2.7,Yes,0,No,5,0.7,200,four,1,3242,10,1,20,No,Yes,No,216.2951158
637,Yes,0.8,Yes,2,No,28,0.6,194,four,6,2725,15,10,7,No,No,No,406.3458847
833,Yes,0.6,Yes,0,Yes,27,0.3,145,four,2,586,19,8,19,Yes,No,Yes,79.29827811
1248,No,2.4,No,6,Yes,9,0.4,89,three,8,2454,9,8,13,Yes,Yes,No,349.1881297
1174,Yes,0.9,No,7,No,30,1,147,four,20,804,17,14,16,No,Yes,Yes,73.53038068
1831,Yes,2.3,No,3,Yes,44,0.2,148,seven,14,2460,10,5,18,Yes,No,No,425.8785217
1002,No,2.6,Yes,7,No,27,0.1,146,one,10,1295,18,15,17,Yes,No,Yes,82.45956083
1010,Yes,2,Yes,2,Yes,8,0.9,139,five,3,2625,15,11,12,Yes,Yes,No,375.0258256
1117,Yes,0.5,Yes,2,No,21,0.1,177,two,19,1999,15,9,2,Yes,No,Yes,287.3184509
990,Yes,2.7,Yes,3,No,15,0.9,153,two,7,2698,11,8,6,Yes,No,No,505.4342854
1564,No,1.4,No,5,Yes,26,0.1,129,six,16,3742,13,3,13,Yes,Yes,No,488.8215987
1065,No,2.8,Yes,0,Yes,21,0.1,158,five,3,1193,16,13,20,Yes,No,Yes,114.3843369
1982,No,1.1,No,12,No,24,0.1,129,seven,16,3511,16,14,15,Yes,Yes,Yes,642.399004
1607,No,1.1,Yes,6,Yes,20,1,192,two,8,885,11,1,14,Yes,Yes,No,112.4071136
1066,No,3,Yes,6,Yes,5,0.5,167,five,7,1044,8,7,11,Yes,No,No,94.58080226
681,No,0.5,Yes,12,Yes,17,0.9,194,five,19,2548,6,1,5,Yes,No,Yes,343.8505997
1163,Yes,2.1,Yes,0,Yes,19,0.9,132,two,1,2940,13,0,15,Yes,No,Yes,422.6667632
1285,No,0.8,Yes,4,Yes,11,0.8,199,five,7,3966,17,15,2,Yes,Yes,Yes,1040.107844
753,Yes,0.5,No,11,Yes,48,0.1,121,eight,20,3484,11,10,16,Yes,No,No,347.5548337
1779,Yes,2.6,Yes,2,No,5,0.8,90,one,3,1246,12,2,20,No,Yes,No,207.9935258
987,Yes,1.9,No,4,Yes,52,0.5,83,three,8,2757,17,12,15,Yes,Yes,No,254.4832308
511,No,0.9,Yes,15,Yes,24,0.6,136,three,18,2378,18,3,4,Yes,No,No,169.702257
1044,No,1.8,No,4,Yes,12,0.7,104,six,5,1794,18,7,19,Yes,Yes,Yes,186.201967
1855,No,0.5,No,5,No,32,0.6,187,eight,18,3933,7,0,7,Yes,No,Yes,661.5056276
946,Yes,1.4,No,9,No,26,0.1,186,six,10,1637,7,3,6,Yes,No,Yes,108.1572025
657,Yes,1.9,Yes,2,No,21,0.1,110,eight,8,783,6,1,11,Yes,Yes,No,95.81329001
1673,Yes,1.6,No,2,No,42,0.5,182,five,6,3094,12,4,20,No,No,No,448.0507303
731,Yes,0.5,Yes,0,Yes,28,0.5,130,eight,0,1774,12,8,10,Yes,No,No,172.0396271
926,Yes,0.8,No,6,Yes,59,0.8,161,seven,14,256,18,7,2,Yes,No,Yes,92.82608779
1261,No,0.5,No,3,Yes,52,0.3,86,two,9,1365,9,3,16,Yes,No,Yes,203.6093006
618,No,1.1,No,11,Yes,45,0.2,188,three,20,2339,19,2,10,Yes,Yes,No,429.5959948
936,Yes,2.3,No,5,Yes,57,0.2,129,two,6,2049,12,8,5,Yes,Yes,No,254.3163068
1485,Yes,0.9,Yes,0,Yes,28,0.8,158,five,1,3241,14,11,11,Yes,Yes,No,621.4338764
1339,Yes,0.5,Yes,10,Yes,21,0.5,80,four,11,867,8,3,3,Yes,Yes,No,88.06991666
508,Yes,1.3,No,1,No,50,0.7,82,five,9,2175,14,4,14,No,No,Yes,333.405795
1938,Yes,0.5,Yes,5,No,44,0.5,121,two,9,3497,18,10,18,No,Yes,No,899.7788725
995,No,1.3,Yes,1,No,10,0.1,104,four,3,609,11,3,5,Yes,No,Yes,107.7840616
1086,Yes,1.7,Yes,0,Yes,43,0.2,111,six,1,3285,11,5,17,Yes,Yes,No,220.8275632
1322,No,2.3,Yes,1,Yes,35,0.1,157,one,3,3684,15,8,6,Yes,No,No,242.4494087
1864,No,1.9,Yes,2,No,57,0.1,181,six,6,3586,19,9,8,No,No,Yes,840.6846765
1944,Yes,0.5,No,1,Yes,26,0.5,92,four,9,2322,19,8,7,Yes,No,Yes,390.8414571
581,No,0.6,No,5,Yes,56,0.2,180,two,10,354,10,4,13,Yes,Yes,Yes,94.20346142
1020,Yes,0.7,Yes,3,Yes,27,0.7,128,four,4,3204,18,1,9,Yes,No,Yes,522.7388465
1936,No,1.3,No,2,No,44,0.1,139,three,3,1400,17,7,3,No,No,Yes,262.7713307
1329,Yes,1.7,No,5,Yes,23,0.6,198,eight,6,2308,11,10,9,Yes,Yes,No,187.7230449
808,Yes,0.5,Yes,3,No,46,0.5,105,eight,15,1082,15,5,10,Yes,No,Yes,98.91275413
994,No,1.2,Yes,4,No,40,0.9,164,two,17,3104,17,7,11,No,No,No,511.1027434
1811,Yes,2,No,3,Yes,22,0.2,82,two,8,2847,9,2,4,Yes,No,Yes,440.0904608
765,Yes,2.5,No,3,No,44,0.3,88,eight,11,2256,6,1,19,No,Yes,Yes,528.7627884
993,Yes,2.3,Yes,0,No,16,0.4,106,seven,13,1113,14,1,6,No,No,Yes,102.4170027
1136,Yes,1.6,No,15,No,32,0.5,150,six,19,3210,10,3,8,Yes,Yes,Yes,494.7989863
719,Yes,0.5,Yes,0,Yes,23,0.4,113,six,9,3990,14,9,12,Yes,Yes,Yes,554.4491981
733,Yes,0.6,Yes,0,No,63,0.3,105,seven,10,984,17,4,9,Yes,No,Yes,78.4148121
1946,No,2.7,Yes,8,No,8,0.3,123,eight,19,3117,6,0,2,Yes,No,No,982.9101652
1230,Yes,1.6,No,0,Yes,48,0.7,111,seven,2,1622,18,17,16,Yes,Yes,Yes,289.4328979
1577,No,1,Yes,0,Yes,64,0.1,105,three,7,2967,7,3,7,Yes,Yes,Yes,819.1136112
1514,Yes,1.4,No,3,Yes,12,0.6,138,three,4,1037,15,3,15,Yes,No,Yes,111.4281714
579,Yes,2.5,No,3,No,7,1,89,eight,10,2908,12,4,11,No,No,Yes,402.3806092
574,Yes,3,No,1,Yes,30,0.9,126,two,3,1167,5,3,19,Yes,No,No,70.67220218
1072,Yes,2.2,Yes,6,No,19,0.4,114,eight,16,2715,15,9,16,No,Yes,No,314.0217844
843,No,1.3,Yes,1,No,16,0.9,119,seven,4,1734,17,8,14,No,No,Yes,178.8429906
1492,Yes,1.5,No,5,No,11,0.9,85,three,7,2259,14,12,19,No,Yes,Yes,1013.580596
1807,Yes,2.9,No,0,No,16,0.2,125,three,0,2921,8,5,17,No,Yes,No,821.2238706
909,Yes,0.7,Yes,7,No,47,0.1,146,three,9,1244,14,10,16,No,Yes,No,115.8338712
1876,No,1.3,Yes,9,Yes,64,1,98,three,19,3132,17,0,2,Yes,Yes,Yes,531.2209284
1436,Yes,2.4,Yes,3,Yes,23,0.3,106,five,4,2488,8,4,8,Yes,No,No,429.3000057
1251,No,0.5,Yes,10,Yes,29,0.7,133,six,16,1052,11,9,11,Yes,No,No,70.10156626
636,No,0.5,No,8,Yes,28,0.9,152,two,15,2927,15,6,3,Yes,No,No,721.7156432
1354,Yes,0.7,Yes,3,Yes,26,0.5,136,four,6,2090,5,1,13,Yes,Yes,No,302.2424661
930,Yes,0.5,Yes,3,Yes,34,0.5,190,four,16,2131,7,2,6,Yes,No,Yes,599.9888574
1830,Yes,1,No,7,Yes,47,0.3,117,one,11,3362,13,10,11,Yes,No,No,353.2360571
1424,No,0.5,Yes,16,Yes,23,0.6,80,four,18,1053,14,11,16,Yes,Yes,Yes,188.1084369
583,Yes,0.9,Yes,1,No,51,0.9,88,eight,2,1799,16,9,7,No,Yes,No,261.5461256
648,Yes,0.5,Yes,9,Yes,54,0.4,109,five,20,3124,5,0,13,Yes,No,No,781.4800506
1203,Yes,0.5,Yes,0,Yes,11,0.9,109,two,12,1672,17,13,19,Yes,Yes,No,51.97358631
1777,No,2.2,Yes,0,No,15,0.2,100,four,7,1552,10,8,10,Yes,Yes,No,156.8988623
1299,Yes,2.8,Yes,0,No,64,0.5,83,six,6,1938,19,8,5,Yes,No,Yes,297.3298646
1494,No,1.9,No,2,Yes,47,0.4,129,two,9,3202,13,1,14,Yes,No,No,688.0132293
527,No,0.7,Yes,4,No,53,0.9,128,one,11,1302,13,7,13,No,No,No,100.777389
